DATE,Day,Month,Quarter,Year,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,NO. OF  TRADES
11-Sep-25,Thursday,September,Q3,2025,EQ,"1,404.90","1,423.10","1,388.00","1,389.10","1,394.80","1,393.10","1,406.64","1,494.00",995.65,4041646,107883.00
10-Sep-25,Wednesday,September,Q3,2025,EQ,"1,400.00","1,404.90","1,385.00","1,380.90","1,389.00","1,389.10","1,392.82","1,494.00",995.65,2553605,84546.00
9-Sep-25,Tuesday,September,Q3,2025,EQ,"1,354.70","1,385.00","1,348.30","1,348.30","1,382.50","1,380.90","1,373.22","1,494.00",995.65,3515252,82527.00
8-Sep-25,Monday,September,Q3,2025,EQ,"1,321.90","1,363.40","1,321.90","1,321.80","1,351.00","1,348.30","1,351.12","1,494.00",995.65,1445628,51284.00
5-Sep-25,Friday,September,Q3,2025,EQ,"1,330.00","1,335.70","1,312.80","1,328.20","1,321.10","1,321.80","1,323.60","1,499.50",995.65,1135666,33571.00
4-Sep-25,Thursday,September,Q3,2025,EQ,"1,338.00","1,348.00","1,326.00","1,332.40","1,330.10","1,328.20","1,334.58","1,499.50",995.65,1350147,62736.00
3-Sep-25,Wednesday,September,Q3,2025,EQ,"1,338.00","1,344.80","1,327.60","1,336.20","1,334.00","1,332.40","1,334.58","1,499.50",995.65,1774676,64036.00
2-Sep-25,Tuesday,September,Q3,2025,EQ,"1,340.90","1,348.80","1,328.20","1,335.30","1,337.00","1,336.20","1,338.50","1,499.50",995.65,1495993,58052.00
1-Sep-25,Monday,September,Q3,2025,EQ,"1,318.30","1,338.50","1,316.10","1,312.80","1,334.00","1,335.30","1,331.79","1,499.50",995.65,983914,43998.00
29-Aug-25,Friday,August,Q3,2025,EQ,"1,318.00","1,322.90","1,303.00","1,315.40","1,313.00","1,312.80","1,313.68","1,499.50",995.65,1592903,71354.00
28-Aug-25,Thursday,August,Q3,2025,EQ,"1,316.90","1,338.80","1,311.20","1,315.40","1,317.50","1,315.40","1,323.36","1,499.50",995.65,1785681,88036.00
26-Aug-25,Tuesday,August,Q3,2025,EQ,"1,335.20","1,339.90","1,310.00","1,340.40","1,313.40","1,315.40","1,321.81","1,499.50",995.65,1652272,65695.00
25-Aug-25,Monday,August,Q3,2025,EQ,"1,341.30","1,348.90","1,332.50","1,341.20","1,344.60","1,340.40","1,339.03","1,499.50",995.65,1214246,46434.00
22-Aug-25,Friday,August,Q3,2025,EQ,"1,364.00","1,364.00","1,338.20","1,361.80","1,340.90","1,341.20","1,346.88","1,517.00",995.65,1210284,50793.00
21-Aug-25,Thursday,August,Q3,2025,EQ,"1,371.10","1,377.80","1,355.30","1,370.60","1,360.00","1,361.80","1,366.94","1,517.00",995.65,1227167,63316.00
20-Aug-25,Wednesday,August,Q3,2025,EQ,"1,369.40","1,374.60","1,358.00","1,369.40","1,372.00","1,370.60","1,368.30","1,517.00",995.65,1594619,52389.00
19-Aug-25,Tuesday,August,Q3,2025,EQ,"1,332.00","1,371.70","1,325.00","1,327.20","1,370.00","1,369.40","1,353.05","1,517.00",995.65,3150673,100126.00
18-Aug-25,Monday,August,Q3,2025,EQ,"1,321.90","1,332.00","1,295.00","1,300.30","1,330.00","1,327.20","1,305.42","1,517.00",995.65,10225114,77407.00
14-Aug-25,Thursday,August,Q3,2025,EQ,"1,324.80","1,329.00","1,290.50","1,319.60","1,301.40","1,300.30","1,301.48","1,524.25",995.65,2298528,67064.00
13-Aug-25,Wednesday,August,Q3,2025,EQ,"1,335.20","1,339.30","1,316.60","1,330.50","1,320.90","1,319.60","1,325.79","1,524.25",995.65,1205658,48099.00
12-Aug-25,Tuesday,August,Q3,2025,EQ,"1,342.00","1,349.60","1,328.20","1,339.40","1,328.20","1,330.50","1,338.40","1,524.25",995.65,1260241,53736.00
11-Aug-25,Monday,August,Q3,2025,EQ,"1,325.00","1,348.30","1,313.70","1,325.00","1,342.80","1,339.40","1,331.27","1,524.25",995.65,2053173,90873.00
8-Aug-25,Friday,August,Q3,2025,EQ,"1,345.40","1,356.90","1,317.70","1,345.40","1,325.00","1,325.00","1,329.36","1,563.45",995.65,1561061,75429.00
7-Aug-25,Thursday,August,Q3,2025,EQ,"1,351.00","1,357.90","1,315.00","1,367.10","1,347.50","1,345.40","1,334.10","1,563.45",995.65,2857406,100351.00
6-Aug-25,Wednesday,August,Q3,2025,EQ,"1,374.00","1,386.90","1,358.10","1,358.10","1,366.90","1,367.10","1,370.55","1,563.45",995.65,2293293,81834.00
5-Aug-25,Tuesday,August,Q3,2025,EQ,"1,392.00","1,394.20","1,346.00","1,388.90","1,361.90","1,358.10","1,371.87","1,563.45",995.65,3000067,107444.00
4-Aug-25,Monday,August,Q3,2025,EQ,"1,349.80","1,397.00","1,345.20","1,347.10","1,395.00","1,388.90","1,374.61","1,563.45",995.65,1368323,60888.00
1-Aug-25,Friday,August,Q3,2025,EQ,"1,371.00","1,375.90","1,342.80","1,373.10","1,349.80","1,347.10","1,357.17","1,604.95",995.65,1239941,56673.00
31-Jul-25,Thursday,July,Q3,2025,EQ,"1,382.10","1,395.80","1,370.30","1,394.00","1,374.00","1,373.10","1,382.79","1,604.95",995.65,1412892,62373.00
30-Jul-25,Wednesday,July,Q3,2025,EQ,"1,398.80","1,403.10","1,391.50","1,395.90","1,395.00","1,394.00","1,396.13","1,604.95",995.65,627316,38931.00
29-Jul-25,Tuesday,July,Q3,2025,EQ,"1,376.00","1,398.70","1,373.60","1,376.00","1,397.00","1,395.90","1,386.45","1,604.95",995.65,782760,38592.00
28-Jul-25,Monday,July,Q3,2025,EQ,"1,396.30","1,404.10","1,373.50","1,396.30","1,376.90","1,376.00","1,387.45","1,604.95",995.65,790020,53484.00
25-Jul-25,Friday,July,Q3,2025,EQ,"1,411.70","1,416.70","1,390.00","1,411.60","1,390.00","1,396.30","1,401.29","1,604.95",995.65,744410,41408.00
24-Jul-25,Thursday,July,Q3,2025,EQ,"1,423.20","1,426.00","1,405.00","1,420.80","1,412.90","1,411.60","1,412.06","1,604.95",995.65,598011,36718.00
23-Jul-25,Wednesday,July,Q3,2025,EQ,"1,430.00","1,438.50","1,419.00","1,420.70","1,423.30","1,420.80","1,423.79","1,604.95",995.65,740816,38118.00
22-Jul-25,Tuesday,July,Q3,2025,EQ,"1,454.50","1,454.50","1,417.10","1,450.50","1,424.80","1,420.70","1,431.37","1,604.95",995.65,976668,45069.00
21-Jul-25,Monday,July,Q3,2025,EQ,"1,442.10","1,453.10","1,430.00","1,443.10","1,449.00","1,450.50","1,442.69","1,604.95",995.65,815780,35557.00
18-Jul-25,Friday,July,Q3,2025,EQ,"1,452.40","1,456.50","1,429.10","1,452.50","1,442.10","1,443.10","1,440.74","1,604.95",995.65,1147990,46483.00
17-Jul-25,Thursday,July,Q3,2025,EQ,"1,455.00","1,464.00","1,448.90","1,456.70","1,450.40","1,452.50","1,454.99","1,604.95",995.65,1168071,50122.00
16-Jul-25,Wednesday,July,Q3,2025,EQ,"1,447.50","1,474.00","1,442.90","1,445.10","1,458.00","1,456.70","1,461.88","1,604.95",995.65,2488981,79881.00
15-Jul-25,Tuesday,July,Q3,2025,EQ,"1,434.40","1,449.30","1,429.00","1,433.00","1,447.00","1,445.10","1,441.02","1,604.95",995.65,735108,44710.00
14-Jul-25,Monday,July,Q3,2025,EQ,"1,432.00","1,446.50","1,426.10","1,431.70","1,433.00","1,433.00","1,434.71","1,604.95",995.65,718442,34508.00
11-Jul-25,Friday,July,Q3,2025,EQ,"1,444.00","1,453.90","1,428.30","1,443.10","1,428.30","1,431.70","1,437.07","1,604.95",995.65,819864,36885.00
10-Jul-25,Thursday,July,Q3,2025,EQ,"1,444.00","1,450.20","1,437.20","1,443.00","1,442.60","1,443.10","1,442.83","1,604.95",995.65,1035509,40919.00
9-Jul-25,Wednesday,July,Q3,2025,EQ,"1,448.40","1,455.80","1,438.30","1,448.50","1,444.00","1,443.00","1,447.37","1,604.95",995.65,1008636,38883.00
8-Jul-25,Tuesday,July,Q3,2025,EQ,"1,438.00","1,449.90","1,430.00","1,435.60","1,448.30","1,448.50","1,440.39","1,604.95",995.65,824935,33169.00
7-Jul-25,Monday,July,Q3,2025,EQ,"1,424.40","1,437.80","1,417.00","1,424.40","1,435.60","1,435.60","1,428.69","1,604.95",995.65,764520,43749.00
